applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif
FIN-1036-1503,54,CMR,Artisanat,56700.0,24.0,0.148,610.0,2,89.0,Urbain,2022-12-08,0,,,,,,,,,,,,,,,,,58.0,76800.0,39300.0,80.3,ORANGE,66.0,0,0,0,337.63681733709456,0.6931216931216931,,0.0,18900.0
FIN-1010-1397,27,CMR,Service,198600.0,5.0,0.335,310.0,2,77.5,Urbain,2022-12-08,0,300000.0,150000.0,0.0,0.0,2.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,2.0,0.0,0.0,345.0,22.0,67300.0,41300.0,53.2,ORANGE,16.0,0,0,0,150.7269499037907,0.2079556898288016,0.002890173410404624,0.0,66200.0
FIN-1040-1519,63,CMR,Service,216600.0,80.0,0.737,597.0,3,91.4,Urbain,2022-12-08,0,1270000.0,423333.3333333333,0.0,0.0,3.0,FondasFin COG 34,microfinance,CMR,rembourse,584.0,261.0,0.0,3.0,0.0,0.0,559.0,46.0,45700.0,24800.0,51.1,MTN,19.0,0,0,0,153.08191917860893,0.11449676823638043,0.0017857142857142857,0.0,54150.0
FIN-1036-1450,68,GAB,Agriculture,306400.0,108.0,0.672,308.0,1,37.7,Urbain,2022-12-08,0,,,,,,,,,,,,,,,,,46.0,106000.0,60600.0,72.8,ORANGE,25.0,0,0,0,237.1894279679639,0.19778067885117492,,0.0,153200.0
FIN-1036-1226,37,CMR,Commerce,593900.0,80.0,0.322,688.0,1,30.7,Rural,2022-12-08,0,1060000.0,353333.3333333333,0.0,0.0,3.0,MicroFin TCD 12,banque,COG,rembourse,681.0,55.0,0.0,3.0,0.0,0.0,155.0,,,,,,,0,0,0,,,0.00641025641025641,0.0,296950.0
FIN-1035-1902,18,CMR,Commerce,182100.0,101.0,0.683,798.0,0,23.7,Urbain,2022-12-08,0,1165000.0,1165000.0,0.0,0.0,1.0,AfriFin CAF 5,microfinance,CMR,rembourse,541.0,318.0,0.0,1.0,0.0,0.0,46.0,20.0,79400.0,50000.0,76.6,CAMTEL,21.0,0,1,0,236.773851927247,0.2745744096650192,0.02127659574468085,0.0,182100.0
FIN-1047-1697,74,TCD,Commerce,186000.0,103.0,0.191,826.0,1,81.9,Peri-urbain,2022-12-08,0,,,,,,,,,,,,,,,,,52.0,87300.0,54600.0,81.3,MIXTE,41.0,0,0,0,303.87253996643784,0.29354838709677417,,0.0,93000.0
FIN-1004-1647,50,CMR,Artisanat,179400.0,89.0,0.279,803.0,3,54.0,Rural,2022-12-08,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,44850.0
FIN-1033-1116,38,CMR,Artisanat,74400.0,28.0,0.087,403.0,1,,Rural,2022-12-08,0,970000.0,323333.3333333333,14.0,116.0,3.0,ZenithMicro CAF 35,microfinance,CMR,defaut,631.0,909.0,2.0,0.0,1.0,0.0,68.0,4.0,64500.0,59600.0,47.9,ORANGE,38.0,0,0,0,175.48460284961004,0.8010752688172043,0.014492753623188406,0.0,37200.0
FIN-1014-1686,42,CMR,Commerce,465900.0,37.0,0.314,490.0,2,50.7,Peri-urbain,2022-12-08,0,195000.0,195000.0,0.0,0.0,1.0,SolidaCredit GAB 41,mobile_money,CAF,rembourse,588.0,75.0,0.0,1.0,0.0,0.0,237.0,16.0,183100.0,111600.0,81.3,ORANGE,35.0,0,0,0,291.3400896964817,0.23953638119768192,0.004201680672268907,0.0,155300.0
FIN-1009-1281,60,GNQ,Artisanat,67300.0,108.0,0.154,,0,39.7,Urbain,2022-12-08,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,0.0,67300.0
FIN-1022-1984,57,TCD,Commerce,355200.0,65.0,0.452,338.0,2,,Peri-urbain,2022-12-08,0,,,,,,,,,,,,,,,,,34.0,38000.0,21700.0,60.0,MTN,39.0,0,0,0,221.33276724683617,0.06109234234234234,,0.0,118400.0
FIN-1042-1265,18,COG,Service,131700.0,107.0,0.313,531.0,1,,Urbain,2022-12-08,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,65850.0
FIN-1046-1282,36,CAF,Commerce,447800.0,59.0,0.239,,1,,Peri-urbain,2022-12-08,0,,,,,,,,,,,,,,,,,12.0,44500.0,42500.0,45.6,MTN,44.0,1,0,0,173.5838095335266,0.0949084412684234,,0.0,223900.0
FIN-1041-1037,70,TCD,Commerce,159300.0,109.0,0.736,841.0,0,,Urbain,2022-12-08,0,1270000.0,1270000.0,0.0,0.0,1.0,NovaMoney CMR 27,banque,CMR,rembourse,715.0,613.0,0.0,1.0,0.0,0.0,63.0,,,,,,,0,1,0,,,0.015625,0.0,159300.0
FIN-1046-1247,26,CAF,Commerce,166900.0,92.0,0.022,,0,69.7,Peri-urbain,2022-12-08,0,325000.0,162500.0,0.0,0.0,2.0,BarakaCredit TCD 48,microfinance,CMR,rembourse,606.0,508.0,0.0,2.0,0.0,0.0,680.0,18.0,163000.0,119400.0,84.0,MTN,31.0,1,1,0,291.121815835177,0.7153984421809467,0.0014684287812041115,0.0,166900.0
FIN-1035-1912,37,CMR,Commerce,64800.0,87.0,0.045,776.0,1,82.4,Urbain,2022-12-08,0,1875000.0,937500.0,0.0,0.0,2.0,BarakaCredit TCD 6,mobile_money,CMR,rembourse,643.0,1077.0,0.0,1.0,0.0,1.0,311.0,,,,,,,0,0,0,,,0.003205128205128205,0.0,32400.0
FIN-1040-1323,50,CMR,Commerce,72400.0,39.0,0.677,503.0,0,,Peri-urbain,2022-12-08,0,270000.0,270000.0,0.0,0.0,1.0,ZenithMicro TCD 36,microfinance,CMR,en_cours,603.0,208.0,0.0,0.0,0.0,1.0,284.0,55.0,132400.0,66600.0,46.0,MTN,13.0,0,1,0,121.39663716230191,0.919889502762431,0.0035087719298245615,0.0,72400.0
FIN-1048-1186,39,CMR,Commerce,74600.0,90.0,0.107,301.0,0,83.0,Rural,2022-12-08,0,270000.0,135000.0,0.0,0.0,2.0,AfriFin GAB 42,mobile_money,COG,rembourse,681.0,444.0,0.0,2.0,0.0,0.0,306.0,44.0,25600.0,17800.0,55.1,MIXTE,32.0,0,1,0,192.65756663680307,0.2386058981233244,0.003257328990228013,0.0,74600.0
FIN-1019-1333,44,CMR,Commerce,132700.0,6.0,0.212,791.0,0,51.1,Urbain,2022-12-08,0,670000.0,167500.0,20.0,108.0,4.0,PretRapide GAB 33,cooperative,CMR,defaut,523.0,61.0,3.0,0.0,1.0,0.0,152.0,14.0,52300.0,51200.0,28.9,ORANGE,71.0,0,1,0,123.59565083956399,0.3858327053504145,0.006535947712418301,0.0,132700.0
FIN-1011-1214,55,CMR,Agriculture,162000.0,81.0,0.354,569.0,3,61.5,Urbain,2022-12-08,0,1020000.0,510000.0,6.0,100.0,2.0,SolidaCredit GAB 41,mobile_money,CAF,restructure,588.0,75.0,0.0,0.0,2.0,0.0,656.0,3.0,150800.0,166900.0,14.3,ORANGE,58.0,0,0,0,58.3087854478518,1.030246913580247,0.0015220700152207,0.0,40500.0
FIN-1017-1140,33,TCD,Artisanat,136900.0,11.0,0.654,395.0,1,62.2,Peri-urbain,2022-12-08,0,130000.0,130000.0,7.0,31.0,1.0,SolidaCredit GAB 36,microfinance,CMR,defaut,590.0,630.0,1.0,0.0,0.0,0.0,862.0,,,,,,,0,0,0,,,0.0011587485515643105,0.0,68450.0
FIN-1038-1752,61,CAF,Commerce,,98.0,0.378,556.0,3,55.9,Urbain,2022-12-08,0,1205000.0,602500.0,0.0,0.0,2.0,MicroFin GNQ 1,microfinance,COG,rembourse,465.0,23.0,0.0,1.0,0.0,1.0,258.0,,,,,,,0,0,0,,,0.003861003861003861,0.0,
FIN-1022-1016,24,CMR,Agriculture,227900.0,107.0,0.109,820.0,0,50.2,Peri-urbain,2022-12-08,0,,,,,,,,,,,,,,,,,57.0,69200.0,39100.0,47.6,ORANGE,49.0,0,1,0,186.21229505837977,0.17156647652479157,,0.0,227900.0
FIN-1036-1383,66,GAB,Artisanat,141500.0,74.0,0.183,620.0,2,67.9,Rural,2022-12-08,0,865000.0,865000.0,0.0,0.0,1.0,CapSud GNQ 12,microfinance,GAB,rembourse,550.0,738.0,0.0,1.0,0.0,0.0,180.0,47.0,104500.0,53000.0,78.7,MTN,66.0,0,0,0,330.909309146069,0.3745583038869258,0.0055248618784530384,0.0,47166.666666666664
FIN-1028-1552,36,COG,Agriculture,190100.0,97.0,0.351,714.0,0,44.6,Urbain,2022-12-08,0,,,,,,,,,,,,,,,,,21.0,28100.0,19600.0,66.0,MTN,80.0,0,1,0,290.03364420838096,0.10310362966859547,,0.0,190100.0
FIN-1043-1818,73,GAB,Elevage,65100.0,16.0,0.2,,1,67.4,Urbain,2022-12-08,0,400000.0,400000.0,0.0,0.0,1.0,ProximaCredit GNQ 38,mobile_money,CMR,rembourse,583.0,895.0,0.0,1.0,0.0,0.0,1028.0,41.0,169400.0,114500.0,74.4,MTN,41.0,1,0,0,278.0826196002826,1.758832565284178,0.0009718172983479105,0.0,32550.0
FIN-1035-1640,61,TCD,Service,219000.0,28.0,0.529,841.0,2,,Rural,2022-12-08,0,775000.0,258333.3333333333,0.0,0.0,3.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,1.0,0.0,2.0,270.0,17.0,30700.0,16600.0,81.6,MTN,7.0,0,0,0,169.6824298010746,0.07579908675799087,0.0036900369003690036,0.0,73000.0
FIN-1044-1270,59,CMR,Commerce,236400.0,5.0,0.587,712.0,3,59.6,Rural,2022-12-08,1,450000.0,450000.0,0.0,0.0,1.0,NovaMoney COG 31,microfinance,CMR,en_cours,476.0,446.0,0.0,0.0,0.0,1.0,702.0,39.0,114100.0,60300.0,49.1,ORANGE,23.0,0,0,0,156.04244307008415,0.2550761421319797,0.001422475106685633,0.0,59100.0
FIN-1046-1753,43,CMR,Commerce,58400.0,14.0,0.463,373.0,2,26.7,Rural,2022-12-08,0,85000.0,85000.0,2.0,31.0,1.0,SolidaCredit COG 23,banque,CMR,defaut,634.0,858.0,1.0,0.0,0.0,0.0,296.0,11.0,88500.0,88500.0,17.5,MIXTE,21.0,0,0,0,54.09324293377053,1.5154109589041096,0.003367003367003367,0.0,19466.666666666668
FIN-1022-1316,42,CAF,Agriculture,,60.0,0.196,725.0,1,55.6,Peri-urbain,2022-12-08,0,3090000.0,1030000.0,0.0,0.0,3.0,MicroFin GAB 14,mobile_money,CAF,rembourse,529.0,507.0,0.0,2.0,0.0,1.0,602.0,40.0,88800.0,66900.0,63.0,MIXTE,30.0,0,0,0,216.34119388256423,,0.001658374792703151,0.0,
FIN-1049-1874,64,GAB,Service,30000.0,81.0,0.34,847.0,2,,Rural,2022-12-08,0,1415000.0,471666.6666666667,0.0,0.0,3.0,KamoFin GNQ 35,banque,CMR,en_cours,528.0,1018.0,0.0,2.0,0.0,1.0,74.0,39.0,18800.0,14600.0,63.4,MTN,24.0,0,0,0,204.07672729664392,0.4866666666666667,0.013333333333333334,0.0,10000.0
FIN-1027-1325,18,GAB,Commerce,37900.0,77.0,0.617,612.0,0,55.0,Urbain,2022-12-08,1,135000.0,135000.0,0.0,0.0,1.0,CapSud CAF 10,microfinance,CMR,rembourse,451.0,1086.0,0.0,1.0,0.0,0.0,651.0,31.0,20900.0,16800.0,57.1,ORANGE,40.0,0,1,0,212.04496500881598,0.44327176781002636,0.0015337423312883436,0.0,37900.0
FIN-1049-1505,59,CMR,Artisanat,197800.0,94.0,0.247,802.0,3,,Urbain,2022-12-09,0,665000.0,221666.66666666663,0.0,0.0,3.0,EsperoFin TCD 4,microfinance,GAB,rembourse,657.0,969.0,0.0,3.0,0.0,0.0,314.0,,,,,,,0,0,0,,,0.0031746031746031746,0.0,49450.0
FIN-1012-1716,50,GAB,Agriculture,1393600.0,0.0,0.098,652.0,1,84.9,Campagne,2022-12-09,0,230000.0,230000.0,0.0,0.0,1.0,NovaMoney CAF 2,banque,TCD,rembourse,598.0,737.0,0.0,1.0,0.0,0.0,731.0,39.0,113900.0,77800.0,50.8,MTN,83.0,0,0,0,225.0854933812403,0.055826636050516645,0.001366120218579235,0.0,696800.0
FIN-1007-1155,57,COG,Agriculture,1332300.0,21.0,0.506,308.0,1,51.3,Peri-urbain,2022-12-09,0,,,,,,,,,,,,,,,,,51.0,43100.0,33100.0,79.4,MIXTE,74.0,0,0,0,342.80855621478304,0.02484425429708024,,0.0,666150.0
FIN-1008-1441,27,CMR,Commerce,327300.0,119.0,,577.0,3,35.9,Rural,2022-12-09,0,155000.0,155000.0,0.0,0.0,1.0,CapSud GNQ 12,microfinance,GAB,rembourse,550.0,738.0,0.0,1.0,0.0,0.0,748.0,19.0,117300.0,66800.0,71.7,ORANGE,13.0,0,0,0,189.22041053341405,0.20409410326917202,0.0013351134846461949,0.0,81825.0
FIN-1009-1717,26,CMR,Agriculture,166600.0,90.0,0.178,731.0,1,85.0,Urbain,2022-12-09,0,,,,,,,,,,,,,,,,,56.0,153100.0,82700.0,76.7,ORANGE,81.0,0,0,0,337.99536626516823,0.4963985594237695,,0.0,83300.0
FIN-1026-1156,29,GAB,Commerce,273700.0,75.0,0.277,617.0,0,64.8,Urbain,2022-12-09,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,273700.0
FIN-1020-1519,45,COG,Commerce,230100.0,9.0,2.011,434.0,1,81.9,Urbain,2022-12-09,1,1460000.0,730000.0,0.0,0.0,2.0,MicroFin CAF 47,microfinance,COG,rembourse,482.0,473.0,0.0,2.0,0.0,0.0,246.0,37.0,88600.0,57400.0,86.1,ORANGE,37.0,0,0,0,313.19616835244176,0.2494567579313342,0.004048582995951417,1.0110000000000001,115050.0
FIN-1043-1364,65,GAB,Agriculture,186500.0,1.0,0.233,487.0,1,,Rural,2022-12-09,0,,,,,,,,,,,,,,,,,11.0,91300.0,79300.0,85.5,CAMTEL,7.0,0,0,0,177.79225181362597,0.425201072386059,,0.0,93250.0
FIN-1047-1499,39,CAF,Service,261400.0,0.0,0.681,578.0,2,,Urbain,2022-12-09,0,1010000.0,336666.6666666667,0.0,0.0,3.0,MicroFin GNQ 10,microfinance,CMR,rembourse,444.0,313.0,0.0,3.0,0.0,0.0,395.0,19.0,92000.0,60200.0,67.0,MTN,38.0,0,0,0,245.4586302906863,0.23029839326702373,0.0025252525252525255,0.0,87133.33333333333
FIN-1023-1648,71,CMR,Commerce,90300.0,54.0,0.121,,1,54.1,Urbain,2022-12-09,0,1810000.0,603333.3333333334,0.0,0.0,3.0,KamoFin CMR 5,banque,COG,en_cours,679.0,1132.0,0.0,2.0,0.0,1.0,195.0,,,,,,,1,0,0,,,0.00510204081632653,0.0,45150.0
FIN-1018-1667,24,TCD,Agriculture,827900.0,111.0,0.292,300.0,3,47.2,Peri-urbain,2022-12-09,1,190000.0,95000.0,0.0,0.0,2.0,NovaMoney CMR 17,microfinance,CMR,rembourse,577.0,430.0,0.0,1.0,0.0,1.0,254.0,50.0,67600.0,54300.0,64.5,MTN,49.0,0,0,0,252.3254838501154,0.06558763135644402,0.00392156862745098,0.0,206975.0
FIN-1047-1254,29,CMR,Service,82200.0,69.0,0.157,,1,,Peri-urbain,2022-12-09,0,85000.0,85000.0,0.0,0.0,1.0,NovaMoney CMR 31,mobile_money,GAB,en_cours,707.0,630.0,0.0,0.0,0.0,1.0,414.0,,,,,,,1,0,0,,,0.0024096385542168677,0.0,41100.0
FIN-1025-1098,61,CMR,Service,164200.0,77.0,0.111,607.0,5,38.3,Urbain,2022-12-09,0,555000.0,555000.0,0.0,0.0,1.0,FondasFin TCD 33,microfinance,GAB,rembourse,556.0,705.0,0.0,1.0,0.0,0.0,560.0,,,,,,,0,0,0,,,0.0017825311942959,0.0,27366.666666666668
FIN-1012-1741,41,CMR,Commerce,99200.0,73.0,0.488,701.0,3,88.3,Urbain,2022-12-09,0,125000.0,125000.0,0.0,0.0,1.0,AfriFin GNQ 38,banque,CMR,en_cours,471.0,99.0,0.0,0.0,0.0,1.0,365.0,,,,,,,0,0,0,,,0.00273224043715847,0.0,24800.0
FIN-1035-1578,33,CMR,Artisanat,216400.0,,0.27,614.0,3,,Urbain,2022-12-09,1,,,,,,,,,,,,,,,,,48.0,46600.0,32200.0,90.6,MIXTE,78.0,0,0,1,395.87197543351215,0.1487985212569316,,0.0,54100.0
FIN-1003-1624,49,COG,Commerce,371100.0,84.0,0.207,834.0,0,54.2,Urbain,2022-12-09,0,605000.0,605000.0,0.0,0.0,1.0,ZenithMicro COG 4,mobile_money,COG,rembourse,662.0,697.0,0.0,1.0,0.0,0.0,75.0,16.0,93100.0,83700.0,85.8,MTN,5.0,0,1,0,153.73296245976712,0.2255456750202102,0.013157894736842105,0.0,371100.0
FIN-1045-1556,63,CMR,Commerce,652900.0,2.0,0.591,387.0,1,57.2,Rural,2022-12-09,0,205000.0,205000.0,0.0,0.0,1.0,CreditPop TCD 40,microfinance,CMR,en_cours,504.0,47.0,0.0,0.0,0.0,1.0,694.0,39.0,139600.0,91200.0,83.0,ORANGE,18.0,0,0,0,244.38843527081454,0.1396844846071374,0.0014388489208633094,0.0,326450.0
FIN-1012-1402,44,COG,Elevage,86100.0,46.0,0.392,491.0,1,,Rural,2022-12-09,0,170000.0,85000.0,0.0,0.0,2.0,NovaMoney GNQ 12,banque,CMR,rembourse,594.0,412.0,0.0,2.0,0.0,0.0,537.0,55.0,57100.0,50500.0,76.7,CAMTEL,67.0,0,0,0,323.6362409870074,0.586527293844367,0.0018587360594795538,0.0,43050.0
FIN-1047-1806,46,TCD,Agriculture,685000.0,106.0,0.199,702.0,4,71.4,Urbain,2022-12-09,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,137000.0
FIN-1039-1954,71,GNQ,Service,650500.0,34.0,0.201,,1,50.6,Rural,2022-12-09,1,345000.0,115000.0,0.0,0.0,3.0,PretRapide GNQ 24,banque,GAB,rembourse,456.0,868.0,0.0,3.0,0.0,0.0,76.0,,,,,,,1,0,0,,,0.012987012987012988,0.0,325250.0
FIN-1018-1835,18,COG,Agriculture,,119.0,0.287,323.0,2,81.8,Peri-urbain,2022-12-09,1,,,,,,,,,,,,,,,,,51.0,45400.0,32800.0,73.8,MIXTE,29.0,0,0,0,251.00836676666705,,,0.0,
FIN-1018-1535,35,CMR,Agriculture,301300.0,112.0,0.334,509.0,2,64.1,Rural,2022-12-09,0,,,,,,,,,,,,,,,,,23.0,75400.0,40000.0,79.3,ORANGE,59.0,0,0,0,324.6815237842126,0.13275804845668768,,0.0,100433.33333333333
FIN-1004-1589,70,TCD,Commerce,262500.0,89.0,0.146,483.0,2,58.7,Urbain,2022-12-09,0,175000.0,175000.0,0.0,0.0,1.0,FondasFin COG 2,microfinance,CAF,rembourse,632.0,144.0,0.0,1.0,0.0,0.0,522.0,44.0,166900.0,101600.0,83.3,MTN,35.0,0,0,0,298.507127573394,0.38704761904761903,0.0019120458891013384,0.0,87500.0
FIN-1019-1344,19,COG,Service,166400.0,101.0,0.48,668.0,1,,Campagne,2022-12-09,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,83200.0
FIN-1042-1715,35,CMR,Agriculture,322400.0,113.0,0.247,616.0,0,74.6,Rural,2022-12-09,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,322400.0
FIN-1002-1187,65,GAB,Agriculture,169900.0,31.0,1.273,845.0,1,,Semi-urbain,2022-12-09,1,240000.0,240000.0,3.0,60.0,1.0,PretRapide COG 15,microfinance,CAF,restructure,718.0,308.0,0.0,0.0,1.0,0.0,533.0,4.0,13100.0,14100.0,50.2,MTN,8.0,0,0,0,110.30067378227822,0.08298999411418481,0.0018726591760299626,0.2729999999999999,84950.0
FIN-1006-1241,74,CMR,Commerce,83500.0,9.0,0.06,644.0,1,88.0,Rural,2022-12-09,0,630000.0,315000.0,0.0,0.0,2.0,FondasFin CAF 12,microfinance,CMR,rembourse,677.0,1181.0,0.0,2.0,0.0,0.0,387.0,27.0,126400.0,76100.0,85.9,MTN,60.0,0,0,0,353.12406493248744,0.911377245508982,0.002577319587628866,0.0,41750.0
FIN-1031-1786,31,COG,Agriculture,141100.0,89.0,0.145,500.0,2,35.1,Urbain,2022-12-09,0,425000.0,212500.0,0.0,0.0,2.0,AfriFin CMR 24,mobile_money,GAB,en_cours,524.0,396.0,0.0,0.0,0.0,2.0,666.0,,,,,,,0,0,0,,,0.0014992503748125937,0.0,47033.333333333336
FIN-1010-1708,70,COG,Agriculture,86200.0,85.0,0.642,802.0,0,,Peri-urbain,2022-12-09,0,955000.0,955000.0,0.0,0.0,1.0,KamoFin CMR 10,banque,GNQ,rembourse,454.0,1004.0,0.0,1.0,0.0,0.0,454.0,35.0,69000.0,53200.0,61.7,MTN,67.0,0,1,0,260.3436254093658,0.617169373549884,0.002197802197802198,0.0,86200.0
FIN-1008-1105,18,CMR,Service,161300.0,73.0,0.267,405.0,3,29.4,Rural,2022-12-09,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,40325.0
FIN-1014-1975,30,COG,Artisanat,109900.0,98.0,0.643,339.0,2,30.1,Urbain,2022-12-09,0,,,,,,,,,,,,,,,,,4.0,21400.0,18800.0,38.8,ORANGE,17.0,0,0,0,112.14642420637118,0.1710646041856233,,0.0,36633.333333333336
FIN-1000-1210,52,COG,Agriculture,92200.0,92.0,0.453,753.0,1,92.3,Urbain,2022-12-09,0,,,,,,,,,,,,,,,,,19.0,81400.0,55100.0,57.5,MTN,10.0,0,0,0,137.8789781859063,0.5976138828633406,,0.0,46100.0
FIN-1033-1409,20,TCD,Elevage,148800.0,95.0,0.216,534.0,1,77.2,Rural,2022-12-09,0,605000.0,302500.0,0.0,0.0,2.0,AfriFin CMR 24,mobile_money,GAB,rembourse,524.0,396.0,0.0,2.0,0.0,0.0,746.0,30.0,98800.0,54600.0,78.0,MTN,36.0,0,0,0,281.6515971862495,0.36693548387096775,0.0013386880856760374,0.0,74400.0
FIN-1001-1570,59,CMR,Agriculture,65200.0,90.0,0.052,471.0,4,20.1,Urbain,2022-12-09,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,13040.0
FIN-1021-1818,57,CMR,Service,55900.0,96.0,0.59,705.0,2,,Peri-urbain,2022-12-09,0,70000.0,70000.0,0.0,0.0,1.0,AfriFin COG 4,microfinance,COG,rembourse,698.0,799.0,0.0,1.0,0.0,0.0,325.0,28.0,113800.0,78600.0,58.1,MTN,77.0,0,0,0,253.12478283066528,1.4060822898032201,0.003067484662576687,0.0,18633.333333333332
FIN-1006-1905,68,CAF,Commerce,82500.0,33.0,0.244,735.0,0,66.3,Urbain,2022-12-10,0,280000.0,140000.0,0.0,0.0,2.0,FondasFin CMR 31,microfinance,COG,rembourse,537.0,264.0,0.0,2.0,0.0,0.0,605.0,20.0,272300.0,169100.0,67.3,CAMTEL,37.0,0,1,0,244.80954854958574,2.04969696969697,0.0016501650165016502,0.0,82500.0
FIN-1010-1586,68,GAB,Agriculture,130700.0,115.0,0.104,,0,49.0,Rural,2022-12-10,0,490000.0,163333.33333333334,0.0,0.0,3.0,CapSud GAB 34,mobile_money,TCD,rembourse,677.0,459.0,0.0,3.0,0.0,0.0,243.0,,,,,,,1,1,0,,,0.004098360655737705,0.0,130700.0
FIN-1033-1979,18,RCA,Commerce,454500.0,55.0,0.022,,0,54.4,Peri-urbain,2022-12-10,0,1155000.0,577500.0,0.0,0.0,2.0,EsperoFin GAB 25,microfinance,CMR,en_cours,600.0,1036.0,0.0,1.0,0.0,1.0,150.0,,,,,,,1,1,0,,,0.006622516556291391,0.0,454500.0
FIN-1018-1898,28,GNQ,Commerce,85500.0,30.0,0.455,503.0,1,87.4,Peri-urbain,2022-12-10,0,,,,,,,,,,,,,,,,,28.0,73900.0,52900.0,82.3,ORANGE,45.0,0,0,0,315.09718693105253,0.6187134502923977,,0.0,42750.0
FIN-1024-1567,68,COG,Agriculture,134700.0,119.0,0.327,606.0,1,58.4,Peri-urbain,2022-12-10,0,765000.0,382500.0,0.0,0.0,2.0,NovaMoney CMR 31,microfinance,GAB,rembourse,556.0,699.0,0.0,1.0,0.0,1.0,641.0,20.0,90300.0,60300.0,67.3,ORANGE,84.0,0,0,0,298.9904295617983,0.44766146993318484,0.001557632398753894,0.0,67350.0
FIN-1034-1653,46,CMR,Agriculture,,83.0,0.145,,0,68.8,Peri-urbain,2022-12-10,1,710000.0,355000.0,0.0,0.0,2.0,PretRapide CMR 35,microfinance,CMR,en_cours,698.0,869.0,0.0,1.0,0.0,1.0,61.0,55.0,74800.0,53500.0,92.6,MIXTE,74.0,1,1,0,399.7993993134623,,0.016129032258064516,0.0,
FIN-1047-1354,43,CMR,Agriculture,183800.0,87.0,0.595,804.0,2,87.0,Urbain,2022-12-10,0,140000.0,140000.0,0.0,0.0,1.0,AllianceFin GAB 22,banque,CMR,rembourse,530.0,959.0,0.0,1.0,0.0,0.0,206.0,,,,,,,0,0,0,,,0.004830917874396135,0.0,61266.666666666664
FIN-1010-1155,51,CMR,Artisanat,992500.0,78.0,0.275,,0,49.9,Peri-urbain,2022-12-10,0,,,,,,,,,,,,,,,,,38.0,26200.0,21800.0,79.5,ORANGE,50.0,1,1,0,312.5801378015839,0.021964735516372794,,0.0,992500.0
FIN-1036-1783,47,CMR,Agriculture,382200.0,76.0,0.068,847.0,1,76.8,Rural,2022-12-10,0,770000.0,256666.66666666663,0.0,0.0,3.0,CreditPop TCD 38,microfinance,CMR,en_cours,478.0,588.0,0.0,2.0,0.0,1.0,28.0,,,,,,,0,0,0,,,0.034482758620689655,0.0,191100.0
FIN-1035-1172,43,TCD,Commerce,56400.0,113.0,2.15,626.0,1,75.4,Urbain,2022-12-10,1,200000.0,200000.0,0.0,0.0,1.0,BarakaCredit TCD 48,microfinance,CMR,rembourse,606.0,508.0,0.0,1.0,0.0,0.0,5.0,26.0,107000.0,88000.0,61.9,MTN,50.0,0,0,0,243.38000666563576,1.5602836879432624,0.16666666666666666,1.15,28200.0
FIN-1024-1057,34,CMR,Elevage,,90.0,0.107,672.0,0,,Peri-urbain,2022-12-10,0,,,,,,,,,,,,,,,,,37.0,59500.0,31500.0,86.2,CAMTEL,64.0,0,1,0,359.8321826650039,,,0.0,
FIN-1010-1086,69,COG,Service,430100.0,54.0,0.346,825.0,0,46.8,Urbain,2022-12-10,0,690000.0,690000.0,0.0,0.0,1.0,CreditPop GNQ 43,microfinance,GNQ,rembourse,559.0,782.0,0.0,1.0,0.0,0.0,311.0,49.0,56500.0,35700.0,79.7,MTN,52.0,0,1,0,316.4322655101041,0.08300395256916997,0.003205128205128205,0.0,430100.0
FIN-1011-1229,52,COG,Artisanat,491900.0,106.0,0.113,584.0,0,54.3,Peri-urbain,2022-12-10,0,,,,,,,,,,,,,,,,,24.0,27600.0,15300.0,83.8,MTN,33.0,0,1,0,295.50901196283434,0.03110388290302907,,0.0,491900.0
